Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Cucumovirus CMV  (CMV000),Asia,Pakistan,,"Present, no details",Not available,30.3308401,71.247499
Cucumovirus CMV  (CMV000),Asia,Philippines,,"Present, no details",Not available,12.7503486,122.7312101
Cucumovirus CMV  (CMV000),Asia,Saudi Arabia,,"Present, no details",Not available,25.6242618,42.3528328
Cucumovirus CMV  (CMV000),Asia,Singapore,,"Present, few occurrences",Not available,1.357107,103.8194992
Cucumovirus CMV  (CMV000),Asia,Sri Lanka,,"Present, no details",Not available,7.5554942,80.7137847
Cucumovirus CMV  (CMV000),Asia,Syrian Arab Republic,,"Present, no details",Not available,34.6401861,39.0494106
Cucumovirus CMV  (CMV000),Asia,Taiwan,,"Present, no details",Not available,23.9739374,120.9820179
Cucumovirus CMV  (CMV000),Asia,Tajikistan,,"Present, no details",Not available,38.6281733,70.8156541
Cucumovirus CMV  (CMV000),Asia,Thailand,,"Present, no details",Not available,14.8971921,100.83273
Cucumovirus CMV  (CMV000),Asia,Uzbekistan,,"Present, restricted distribution",Not available,41.32373,63.9528098
Cucumovirus CMV  (CMV000),Asia,Vietnam,,"Present, no details",Not available,15.9266657,107.9650855
Cucumovirus CMV  (CMV000),Asia,Yemen,,"Present, no details",Not available,16.3471243,47.8915271
Cucumovirus CMV  (CMV000),Europe,Albania,,"Present, no details",Not available,41.000028,19.9999619
Cucumovirus CMV  (CMV000),Europe,Austria,,"Present, no details",Not available,47.59397,14.12456
Cucumovirus CMV  (CMV000),Europe,Azerbaijan,,"Present, no details",Not available,40.3936294,47.7872508
Cucumovirus CMV  (CMV000),Europe,Belarus,,"Present, no details",Not available,53.4250605,27.6971358
Cucumovirus CMV  (CMV000),Europe,Belgium,,"Present, no details",Not available,50.6402809,4.6667145
Cucumovirus CMV  (CMV000),Europe,Bosnia and Herzegovina,,"Present, no details",Not available,44.3053476,17.5961467
Cucumovirus CMV  (CMV000),Europe,Bulgaria,,"Present, widespread",Not available,42.6073975,25.4856617
Cucumovirus CMV  (CMV000),Europe,Croatia,,"Present, widespread",Not available,45.3658443,15.6575209
Cucumovirus CMV  (CMV000),Europe,Cyprus,,"Present, widespread",Not available,34.9174159,32.8899027
Cucumovirus CMV  (CMV000),Europe,Czechia,,"Present, widespread",0s0s0s0s,49.7439047,15.3381061
Cucumovirus CMV  (CMV000),Europe,Denmark,,"Present, widespread",Not available,55.670249,10.3333283
Cucumovirus CMV  (CMV000),Europe,Estonia,,"Present, no details",Not available,58.7523778,25.3319078
Cucumovirus CMV  (CMV000),Europe,Finland,,"Present, restricted distribution",Not available,63.2467777,25.9209164
Cucumovirus CMV  (CMV000),Europe,France,,"Present, widespread",Not available,46.603354,1.8883335
Cucumovirus CMV  (CMV000),Europe,Georgia,,"Present, no details",Not available,32.3293809,-83.1137366
Cucumovirus CMV  (CMV000),Europe,Germany,,"Present, widespread",0s0s0s0s,51.1638175,10.4478313
Cucumovirus CMV  (CMV000),Europe,Greece,,"Present, widespread",Not available,38.9953683,21.9877132
Cucumovirus CMV  (CMV000),Europe,Hungary,,"Present, no details",Not available,47.1817585,19.5060937
Cucumovirus CMV  (CMV000),Europe,Ireland,,"Present, no details",Not available,52.865196,-7.9794599
Cucumovirus CMV  (CMV000),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Cucumovirus CMV  (CMV000),Europe,Latvia,,"Present, no details",Not available,56.8406494,24.7537645
Cucumovirus CMV  (CMV000),Europe,Lithuania,,"Present, no details",Not available,55.3500003,23.7499997
Cucumovirus CMV  (CMV000),Europe,Malta,,"Present, no details",Not available,35.9311442,14.3951627
Cucumovirus CMV  (CMV000),Europe,"Moldova, Republic of",,"Present, no details",Not available,46.6745434,29.7521996
Cucumovirus CMV  (CMV000),Europe,Netherlands,,"Present, widespread",Not available,52.2434979,5.6343227
Cucumovirus CMV  (CMV000),Europe,North Macedonia,,"Present, widespread",Not available,41.6171214,21.7168387
Cucumovirus CMV  (CMV000),Europe,Poland,,"Present, no details",Not available,52.215933,19.134422
Cucumovirus CMV  (CMV000),Europe,Portugal,,"Present, no details",Not available,39.6621648,-8.1353519
Cucumovirus CMV  (CMV000),Europe,Portugal,Azores,"Present, no details",Not available,37.8085565,-25.4731374
Cucumovirus CMV  (CMV000),Europe,Romania,,"Present, widespread",Not available,45.9852129,24.6859225
Cucumovirus CMV  (CMV000),Europe,Russian Federation,,"Present, no details",Not available,64.6863136,97.7453061
Cucumovirus CMV  (CMV000),Europe,Russian Federation,Central Russia,"Present, no details",Not available,43.6712421,40.3067392
Cucumovirus CMV  (CMV000),Europe,Russian Federation,Far East,"Present, no details",Not available,48.4732779,135.0508181
Cucumovirus CMV  (CMV000),Europe,Russian Federation,Northern Russia,"Present, no details",Not available,55.8304681,37.6395415
Cucumovirus CMV  (CMV000),Europe,Russian Federation,Southern Russia,"Present, no details",Not available,55.8309036,37.6261986
Cucumovirus CMV  (CMV000),Europe,Serbia,,"Present, widespread",Not available,44.0243229,21.0765743
Cucumovirus CMV  (CMV000),Europe,Slovakia,,"Present, no details",Not available,48.7411522,19.4528646
Cucumovirus CMV  (CMV000),Europe,Slovenia,,"Present, no details",Not available,46.1199444,14.8153333
Cucumovirus CMV  (CMV000),Europe,Spain,,"Present, widespread",Not available,39.3260685,-4.8379791
Cucumovirus CMV  (CMV000),Europe,Sweden,,"Present, no details",Not available,59.6749712,14.5208584
Cucumovirus CMV  (CMV000),Europe,Switzerland,,"Present, no details",Not available,46.7985624,8.2319736
Cucumovirus CMV  (CMV000),Europe,Türkiye,,"Present, no details",Not available,39.294076,35.2316631
Cucumovirus CMV  (CMV000),Europe,Ukraine,,"Present, no details",Not available,49.4871968,31.2718321
Cucumovirus CMV  (CMV000),Europe,United Kingdom,,"Present, widespread",Not available,54.7023545,-3.2765753
Cucumovirus CMV  (CMV000),Oceania,American Samoa,,"Present, no details",Not available,-14.297124,-170.7131481
Cucumovirus CMV  (CMV000),Oceania,Australia,,"Present, widespread",Not available,-24.7761086,134.755
Cucumovirus CMV  (CMV000),Oceania,Australia,New South Wales,"Present, no details",Not available,-31.8759835,147.2869493
Cucumovirus CMV  (CMV000),Oceania,Australia,Queensland,"Present, no details",Not available,-22.1646782,144.5844903
Cucumovirus CMV  (CMV000),Oceania,Australia,South Australia,"Present, no details",Not available,-30.5343665,135.6301212
Cucumovirus CMV  (CMV000),Oceania,Australia,Tasmania,"Present, no details",Not available,-42.035067,146.6366887
Cucumovirus CMV  (CMV000),Oceania,Australia,Victoria,"Present, no details",Not available,-36.5986096,144.6780052
Cucumovirus CMV  (CMV000),Oceania,Australia,Western Australia,"Present, no details",Not available,-25.2303005,121.0187246
Cucumovirus CMV  (CMV000),Oceania,Cook Islands,,"Present, no details",Not available,-19.9969716,-157.7858714
Cucumovirus CMV  (CMV000),Oceania,Fiji,,"Present, no details",Not available,-18.1239696,179.0122737
Cucumovirus CMV  (CMV000),Oceania,French Polynesia,,"Present, no details",Not available,-17.0243749,-144.6434898
Cucumovirus CMV  (CMV000),Oceania,Guam,,"Present, no details",Not available,13.4499943,144.7651677
Cucumovirus CMV  (CMV000),Oceania,Kiribati,,"Present, no details",Not available,0.3448612,173.6641773
Cucumovirus CMV  (CMV000),Oceania,"Micronesia, Federated States of",,"Present, no details",Not available,8.6062347,151.8327443
Cucumovirus CMV  (CMV000),Oceania,Nauru,,"Present, no details",Not available,-0.5252306,166.9324426
Cucumovirus CMV  (CMV000),Oceania,New Zealand,,"Present, widespread",Not available,-41.5000831,172.8344077
Cucumovirus CMV  (CMV000),Oceania,Niue,,"Present, no details",Not available,-19.0536414,-169.861341
Cucumovirus CMV  (CMV000),Oceania,Northern Mariana Islands,,"Present, no details",Not available,15.1753648,145.7379338
Cucumovirus CMV  (CMV000),Oceania,Samoa,,"Present, no details",Not available,-13.7693895,-172.12005
Cucumovirus CMV  (CMV000),Oceania,Solomon Islands,,"Present, no details",Not available,-8.7053941,159.1070694
Cucumovirus CMV  (CMV000),Oceania,Tonga,,"Present, no details",Not available,-19.9160819,-175.202642
Cucumovirus CMV  (CMV000),Oceania,Vanuatu,,"Present, no details",Not available,-16.5255069,168.1069154
Nepovirus persicae  (PRMV00),Africa,Egypt,,"Present, no details",Not available,26.2540493,29.2675469
Nepovirus persicae  (PRMV00),America,Canada,,"Present, restricted distribution",Not available,61.0666922,-107.991707
Nepovirus persicae  (PRMV00),America,Canada,Ontario,"Present, restricted distribution",Not available,50.000678,-86.000977
Nepovirus persicae  (PRMV00),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Nepovirus persicae  (PRMV00),America,United States of America,Michigan,"Present, no details",Not available,43.6211955,-84.6824346
Nepovirus persicae  (PRMV00),America,United States of America,New York,"Absent, pest no longer present",Not available,40.7127281,-74.0060152
Nepovirus persicae  (PRMV00),America,United States of America,West Virginia,"Present, no details",Not available,38.4758406,-80.8408415
Nepovirus persicae  (PRMV00),Asia,India,,"Absent, unreliable record",Not available,22.3511148,78.6677428
Nepovirus persicae  (PRMV00),Europe,Italy,,"Absent, unreliable record",Not available,42.6384261,12.674297
Nepovirus persicae  (PRMV00),Europe,Netherlands,,"Absent, no pest record",Not available,52.2434979,5.6343227
Nepovirus persicae  (PRMV00),Europe,Poland,,"Absent, invalid record",Not available,52.215933,19.134422
Nepovirus persicae  (PRMV00),Europe,Slovakia,,"Absent, confirmed by survey",Not available,48.7411522,19.4528646
Nepovirus persicae  (PRMV00),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Nepovirus persicae  (PRMV00),Europe,Türkiye,,"Present, restricted distribution",Not available,39.294076,35.2316631
Nepovirus solani  (PBRSV0),America,Peru,,"Present, no details",Not available,-6.8699697,-75.0458515
Nepovirus solani  (PBRSV0),Europe,Netherlands,,"Absent, confirmed by survey",Not available,52.2434979,5.6343227
Nepovirus solani  (PBRSV0),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Ophiovirus citri  (CPSV00),Africa,Algeria,,"Present, no details",Not available,28.0000272,2.9999825
Ophiovirus citri  (CPSV00),Africa,South Africa,,"Present, no details",Not available,-28.8166236,24.991639
Ophiovirus citri  (CPSV00),America,Argentina,,"Present, no details",Not available,-34.9964963,-64.9672817
Ophiovirus citri  (CPSV00),America,French Guiana,,"Present, no details",Not available,4.0039882,-52.999998
Ophiovirus citri  (CPSV00),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Ophiovirus citri  (CPSV00),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Ophiovirus citri  (CPSV00),America,United States of America,Florida,"Present, no details",Not available,27.7567667,-81.4639835
Ophiovirus citri  (CPSV00),America,United States of America,Texas,"Present, no details",Not available,31.2638905,-98.5456116
Ophiovirus citri  (CPSV00),America,Uruguay,,"Present, no details",Not available,-32.8755548,-56.0201525
Ophiovirus citri  (CPSV00),America,Venezuela,,"Present, no details",Not available,8.0018709,-66.1109318
Ophiovirus citri  (CPSV00),Asia,India,,"Present, widespread",Not available,22.3511148,78.6677428
Ophiovirus citri  (CPSV00),Asia,India,Andhra Pradesh,"Present, widespread",Not available,15.9240905,80.1863809
Ophiovirus citri  (CPSV00),Asia,India,Haryana,"Present, widespread",Not available,29.0,76.0
Ophiovirus citri  (CPSV00),Asia,India,Karnataka,"Present, widespread",Not available,14.9562045,75.7896741
Ophiovirus citri  (CPSV00),Asia,India,Punjab,"Present, widespread",Not available,30.9293211,75.5004841
Ophiovirus citri  (CPSV00),Asia,India,Rajasthan,"Present, widespread",Not available,26.8105777,73.7684549
Ophiovirus citri  (CPSV00),Asia,India,Uttar Pradesh,"Present, widespread",Not available,27.1303344,80.859666
Ophiovirus citri  (CPSV00),Asia,"Iran, Islamic Republic of",,"Present, no details",Not available,36.2665119,59.5999861
Ophiovirus citri  (CPSV00),Asia,Pakistan,,"Present, no details",Not available,30.3308401,71.247499
Ophiovirus citri  (CPSV00),Europe,France,,"Present, restricted distribution",Not available,46.603354,1.8883335
Ophiovirus citri  (CPSV00),Europe,France,Corse,"Present, no details",Not available,42.188098,9.0683139
Ophiovirus citri  (CPSV00),Europe,Greece,,"Present, no details",Not available,38.9953683,21.9877132
Ophiovirus citri  (CPSV00),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Ophiovirus citri  (CPSV00),Europe,Italy,Sicilia,"Present, no details",Not available,37.587794,14.155048
Ophiovirus citri  (CPSV00),Europe,Netherlands,,"Absent, confirmed by survey",Not available,52.2434979,5.6343227
Ophiovirus citri  (CPSV00),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Ophiovirus citri  (CPSV00),Europe,Spain,,"Absent, pest no longer present",Not available,39.3260685,-4.8379791
Ophiovirus citri  (CPSV00),Europe,Türkiye,,"Present, no details",Not available,39.294076,35.2316631
Nepovirus nigranuli  (TBRV00),Africa,Kenya,,"Absent, intercepted only",Not available,1.4419683,38.4313975
Nepovirus nigranuli  (TBRV00),Africa,Morocco,,"Absent, unreliable record",Not available,28.3347722,-10.3713379
Nepovirus nigranuli  (TBRV00),America,Brazil,,"Absent, intercepted only",Not available,-10.3333333,-53.2
Nepovirus nigranuli  (TBRV00),America,Canada,,"Absent, pest no longer present",Not available,61.0666922,-107.991707
Nepovirus nigranuli  (TBRV00),America,Canada,Ontario,"Absent, pest no longer present",Not available,50.000678,-86.000977
Nepovirus nigranuli  (TBRV00),America,Chile,,"Absent, unreliable record",Not available,-31.7613365,-71.3187697
Nepovirus nigranuli  (TBRV00),America,United States of America,,"Absent, intercepted only",Not available,39.7837304,-100.445882
Nepovirus nigranuli  (TBRV00),Asia,China,,"Absent, unreliable record",Not available,35.000074,104.999927
Nepovirus nigranuli  (TBRV00),Asia,China,Hebei,"Absent, unreliable record",Not available,39.0000001,116.0
Nepovirus nigranuli  (TBRV00),Asia,India,,"Present, no details",Not available,22.3511148,78.6677428
Nepovirus nigranuli  (TBRV00),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Nepovirus nigranuli  (TBRV00),Asia,India,Karnataka,"Present, no details",Not available,14.9562045,75.7896741
Nepovirus nigranuli  (TBRV00),Asia,India,Tamil Nadu,"Present, no details",Not available,11.3323723,78.6098639
Nepovirus nigranuli  (TBRV00),Asia,Japan,,"Present, no details",Not available,36.5748441,139.2394179
Nepovirus nigranuli  (TBRV00),Asia,Saudi Arabia,,"Present, no details",Not available,25.6242618,42.3528328
Nepovirus nigranuli  (TBRV00),Europe,Albania,,"Present, no details",Not available,41.000028,19.9999619
Nepovirus nigranuli  (TBRV00),Europe,Austria,,"Absent, no pest record",Not available,47.59397,14.12456
Nepovirus nigranuli  (TBRV00),Europe,Belarus,,"Present, no details",Not available,53.4250605,27.6971358
Nepovirus nigranuli  (TBRV00),Europe,Belgium,,"Present, few occurrences",Not available,50.6402809,4.6667145
Nepovirus nigranuli  (TBRV00),Europe,Bulgaria,,"Present, no details",Not available,42.6073975,25.4856617
Nepovirus nigranuli  (TBRV00),Europe,Croatia,,"Present, no details",Not available,45.3658443,15.6575209
